recommendationid,voted_up,playtime_h,content,overall_sentiment,emotion,key_phrase,confidence,needs_verification,aspect_graphics_sentiment,aspect_gameplay_sentiment,aspect_story_sentiment,aspect_performance_sentiment,aspect_value_sentiment,aspect_graphics_evidence,aspect_gameplay_evidence,aspect_story_evidence,aspect_performance_evidence,aspect_value_evidence,keywords
217227232,0,3.5,소울라이크 게임들 특징일수도 있지만.. 조작감이 ㅈ 구리다.,NEGATIVE,DISAPPOINTMENT,조작감이 너무 구리다,0.92,false,NONE,NEGATIVE,NONE,NEGATIVE,NONE,,조작감 구리다,,조작감 구리다,,조작감@technical
216860577,0,41.1,다크소울류는 다크소울 게임이라고 박아라,NEUTRAL,NEUTRAL,다크소울류 게임이라고 명시해라,0.75,false,NONE,NEUTRAL,NONE,NONE,NEUTRAL,,,,,,다크소울@content
216690598,0,17.7,플레이어들이 느낄 불쾌감 및 성취감... 네오위즈는 불쾌감이 소울류라고 생각하나 봅니다 ㅎㅎ 이대로 차기작 내면 무조건 망합니다.,NEGATIVE,ANGER,"불쾌감만 주는 게임, 차기작 망할 것",0.90,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,불쾌감을 소울류라고 생각,,,차기작 내면 무조건 망함,불쾌감@content|소울류@content|차기작@other
216667815,0,6.7,"세계관 빼고 모든 게 무려 10년 전 작품인 블러드본의 열화카피. 다른 건 디렉터들 역량 문제라 쳐도 아트, 그래픽까지 딸리는 건 진짜 해도 해도 너무하지 않았나? 심지어 네오위즈가 프롬 2배 규모 회산데? 이미 이것들만으로도 납득할 수가 없는데, 3류 카피작에서나 보일 법한 잡몹까지 공격마다 물리법칙을 한껏 뒤트는 공간의 신 같은 기적을 보이고, 심지어 보스는 같이 모션의 똑같은 자유낙하 공격이 어떤 패턴이느냐에 따라 낙하속도가 전혀 달라지는(ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ) 경이로운 수준의 전투 완성도를 보여줌. 피구평을 해서 어렵느니 가드를 써야하느니의 문제가 아님. 그냥 판정의 범위와 시간 등이 지구의 중력에 익숙한 인간이라면 납득할 수가 없는 수준.  국산 겜이라고 팔이 안으로 굽기엔 너무 선을 넘은 물건. 너무 잘 나온 스텔라블레이드보다 늦게 나왔다면 소리소문 없이 묻혔을 그런 물건. 공짜로 받아도 안 했을 겜을 사놓고 잊어버려 환불기간도 지나서 꺼내본 것을 나는 후회한다. 내 치킨",NEGATIVE,ANGER,"블러드본 열화 카피, 엉망인 완성도",0.95,false,NEGATIVE,NEGATIVE,NEUTRAL,NEGATIVE,NEGATIVE,"아트, 그래픽까지 딸리는 건 진짜","블러드본의 열화카피, 3류 카피작",세계관 빼고,물리법칙을 뒤트는 공간의 신,공짜로 받아도 안 했을 겜,블러드본@content|그래픽@technical|카피@content
216411423,0,19.9,맵을 직선적으로 만들어서 편하긴 한데 그러다보니 플레이타임이 줄어듦. 보스도 최고난이도 기준 안어려움. 그러니 그냥 몹을 씨발좆같게 배치하고 슈퍼아머를 덕지덕지 발라서 개씹불쾌하게 만들어놨음. 억지로 플레이타임 늘리게 한 느낌이 개씹썅똥꾸렁내남. 잡몹을 잡몹답게 보스를 보스답게 만들어 놨으면 극찬할만한 게임 다 깨고나니 뭔가 할만했던거 같기도 한데 다른엔딩 볼까하던 찰나 개씹좆같은 잡몹들이 생각나서 그만둠,NEGATIVE,ANGER,불쾌한 몹 배치로 플레이 타임 늘림,0.90,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,몹을 씨발좆같게 배치,,,개씹썅똥꾸렁내남,몹@content|불쾌@content|플레이타임@content
216170465,0,3.6,5000번대 글카 최적화 문제 있음  작년부터 계속 언급된건데 안고쳐주는중..  저는 5090쓰는데 프레임 유지 안되고 스터터링 계속 생김,NEGATIVE,DISAPPOINTMENT,5000번대 글카 최적화 문제 심각,0.95,false,NONE,NONE,NONE,NEGATIVE,NONE,,,,5000번대 글카 최적화 문제,,최적화@technical|글카@technical|스터터링@technical
216022488,0,6.9,못해쳐먹겠다 도무지,NEGATIVE,ANGER,도저히 플레이 불가,0.80,false,NONE,NEGATIVE,NONE,NONE,NONE,,못해쳐먹겠다 도무지,,,,불가능@content
215140181,0,7.5,일단 잡몹이나 중간보스 잡을때는 개쓰레기처럼 불쾌하고요     영상 스킵이나 일시정지같은 기본적인건 다 빼먹고    인게임에 이것 저것 잡다한거 다 집어넣어놔서 완성도도 떨어집니다    구질구질한 아이템들 덕분에 키 배정도 그지같이 돼있습니다    비추,NEGATIVE,ANGER,"불쾌한 잡몹, 부족한 완성도, 불편한 키 배정으로 비추천",0.90,false,NONE,NEGATIVE,NONE,NEGATIVE,NEGATIVE,,"잡몹 불쾌, 완성도 떨어짐",,"영상 스킵, 일시정지 없음",비추,불쾌@content|완성도@technical|키 배정@technical
215052361,0,70.8,왜 이딴겜이 매우긍인지 씨볼딱.....다들 국뽕에 취했네.... 이딴데에 애국심이 솟아나나? ㅆㅂ,NEGATIVE,ANGER,"국뽕에 취한 게임, 매우 부정적",0.95,false,NONE,NEGATIVE,NONE,NONE,NONE,,이딴 겜,,,,국뽕@community
214810952,0,30.4,"씁....하아............ 평소 소울류 [잘, 자주]하는 사람아니면 하지마세요   이거뿐만 아니라 다른 소울류도 괜히 재밌다고 듣고 찍먹했다가 쌍욕하고 접습니다 큰맘먹고 DLC까지 샀지만   쌍욕하고 빡종 바로 삭제했습니다",NEGATIVE,DISAPPOINTMENT,"소울류 숙련자 아니면 비추천, DLC 구매 후 삭제",0.90,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,소울류 아니면 하지마세요,,,"쌍욕, 빡종, 삭제",소울류@content|DLC@value
213720766,0,24.8,"조악하기 짝이 없는 잡몹 구성, 다양성, 배치. 플레이어에게 도전의식이 아니라 짜증과 분노만을 불러일으키는 적들의 대사와 행동. 오로지 암기에만 의존해야 하는 엇박 파티.  불편감과 의문을 넘어 오로지 혐오를 가져오는 부식 디버프와 숫돌 시스템. 대놓고 다른 게임에서 착안한 게임성을 기반으로 발전하지 못한 쓰레기 게임",NEGATIVE,ANGER,"조악한 구성, 혐오 유발, 쓰레기 게임",0.95,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,"조악한 잡몹, 짜증 유발",,,쓰레기 게임,잡몹@content|디버프@technical|혐오@other
213090617,0,29.6,"전투 시스템과 보스 패턴이 맞지 않는다고 생각함. 일반 가드를 하면 리게인 게이지가 생기고 스테미나가 까이는데 그 두 개를 채울 새도 없이 보스의 다음 패턴이 바로 나옴. 그렇다고 퍼펙트 가드를 하면 어차피 스테미나 채워야 되고 보스패턴 바로 나와서 때릴 수가 없음. 그럼 남은 건 회피인데 이걸로 강제된다는 게 너무 싫음. 애초에 튜토리얼에서도 회피보다는 가드를 강조해서 가드를 많이 쓰게 유도를 했고, 게임 중반까지 억지로 가드를 써오면서 플레이했는데 나중 가면 아까 말했던 문제점 때문에 보스전 내내 기분이 나쁨. 물론 각각 커버할 수 있는 게임 시스템이 구현되어 있긴 하지만 그걸로도 부족하다고 느낌. 차라리 다크소울처럼 락온 했을때도 구르기를 했다면 어땠을까 하는 생각이 듦. 락온을 하게 되면 스탭을 밟으면서 회피를 하는데 다크소울은 구를 때 모션이 명확하게 보이니까 언제 구르기를 하면 되겠다 이걸 아는데 이 게임은 회피 모션이 걍 스텝밟는거라 무적이 언제까지인지도 모르겠고 타이밍",NEGATIVE,DISAPPOINTMENT,"불합리한 전투 시스템, 가드/회피 강요",0.90,false,NONE,NEGATIVE,NONE,NONE,NONE,,"전투 시스템, 보스 패턴 불만",,,,전투 시스템@technical|보스 패턴@content|가드@technical
205963231,0,9.1,이 게임 사지 말고 스텔라 블레이드 하세요 존나 답답합니다. 좋은 리뷰 쓰는 사람들 댓글알바인거 같아요,NEGATIVE,ANGER,게임 답답하고 돈 아까움. 스텔라 블레이드 추천,0.90,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,존나 답답합니다,,,이 게임 사지 말고,스텔라 블레이드@content|답답@content
205750895,0,79.5,ㅅㅂ 늑대거미에서 멈춰있음 아니 막았다고 ㅅㅂ아 근데 판정왜이래 조력자 생성 안하면 절대 혼자 못깨고 ㄱ\역시 소울류 게임은 스트레스가 풀리는게 아니라 개 좆같아서 스트레스만 받고 끝나는 거 같습니다 파라리 딴겜을 합시다 돈 ㅈㄴ 아깝네 개 ㅅㅂ ㅈ같은 새끼들아 퍼펙트가드했다고,NEGATIVE,ANGER,"난이도 극악, 스트레스만 받음, 돈 아까움",0.95,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,"판정왜이래, 혼자 못깨고",,,돈 ㅈㄴ 아깝네,소울류@content|스트레스@other|판정@technical
203842685,0,22.2,개발자들이 그냥 의도적으로 죽게하는 구간이 있음,NEGATIVE,ANGER,의도적인 죽음 구간 존재,0.80,false,NONE,NEGATIVE,NONE,NONE,NONE,,의도적으로 죽게하는 구간,,,,죽음@content
203554960,0,5.7,"다크소울, 엘든링 모두 클리어했는데 그에 비해 많이 라이트한 소울라이크 게임  다크소울과 엘든링을 플레이 하기 전에 소울라이크 입문작으로는 추천하지만 다크소울과 엘든링을 이미 플레이했다면 추천할 만한 게임은 아니라고 생각",NEGATIVE,DISAPPOINTMENT,"소울 입문은 추천, 기존 유저는 비추천",0.85,false,NONE,NEGATIVE,NONE,NONE,NEUTRAL,,많이 라이트한 소울라이크,,,,소울라이크@content|다크소울@content|엘든링@content
203100781,0,78.6,게임으로배우는러다이트운동의필요성,NEGATIVE,BOREDOM,게임이 재미없다(러다이트 운동),0.70,true,NONE,NEGATIVE,NONE,NONE,NONE,,게임으로배우는러다이트운동,,,,러다이트@other
212549379,0,54.6,본편은 보스나 잡몹이나 짜증나면서도 재미있게 만들었는데  DLC는 쉬지 않고 공격하는 패턴이 너무 많아서 이걸 하라고 만든건지 참  난이도 조절 추가 했으니까 꼬우면 낮추라는 건가  초회차 엔딩 다 보긴 했지만 깨고 나서 이렇게 기분 ㅈ같은 게임은 이 게임이 처음이었습니다.  게임패스로 출시날부터 5회차까지 했었는데  DLC는 그냥 적들 데미지가 너무 높고 보스전도 마르키오나처럼 괜찮은 보스전도 있었지만 거대 악어나 알레키노처럼 쉬지 않고 무지성 공격만 해대는 패턴이 너무 많아서 너무 지칩니다.  2편은 이따구로 만들지 마세요. 일단 예구는 안 함,NEGATIVE,ANGER,"DLC 난이도 불만, 2편 예구 안 함",0.90,false,NONE,NEGATIVE,NONE,NEGATIVE,NEGATIVE,,"DLC 쉬지 않고 공격하는 패턴, ㅈ같은 게임",,적들 데미지가 너무 높음,2편 예구는 안 함,DLC@content|난이도@technical
211432943,0,13.8,"게임 초반에는 재밌었으나 게임이 진행될수록 이상하리만큼 불쾌한 감각이 계속 올라와서 대체 이게 뭔가 하고 곰곰히 생각해 본 결과.. 이 게임은 짜깁기 그 이상도 이하도 아니다. 뭐 독창적인 게임 시스템이 있는것도 아니고 보스 패턴이나 맵 구조 심지어 잡몹 패턴마저 어디서 다 본것같은.. 기시감... 프롬소프트웨어의 시스템을 많이 가져와서 아주아주 정교하게 잘 만든 팬게임같은 느낌이지 색다른 매력이나 즐거움은 없다. 심지어 완벽패링을 요구하는 거지같은 가불기 패턴은 또 왜 넣었는지, 쓸데없는 무기 내구도는 또 왜 넣은건지. 소울류를 이 게임으로 처음 접한 사람은 재밌다고 느끼기만 하겠지만 닼소나 엘든링 블러드본 해본 사람들은 이게 그렇게 새롭고 대단한 게임은 아니라는걸 알거다. 배경이나 스토리만 좀 다르지 아주 세부적인 요소 하나하나 따져보면 매우 유사한 점이 많다. 그래서 어딜 가도 또 어떤 몹을 만나도 그다지 놀랍거나 두근거리는 모험심이 생기지 않는다. 프롬겜 다 해본사람중에서도 ",NEGATIVE,DISAPPOINTMENT,"짜깁기 게임, 프롬 게임과 유사",0.85,false,NONE,NEGATIVE,NEGATIVE,NONE,NEGATIVE,,"짜깁기, 기시감, 몹 패턴마저 어디서 본 듯",배경이나 스토리만 좀 다름,,기대 많이 했는데 굉장히 실망,짜깁기@content|프롬@other|실망@other
206693149,0,4.1,너무어려워요..,NEGATIVE,ANGER,너무 어려움,0.95,false,NONE,NEGATIVE,NONE,NONE,NONE,,너무 어려워요..,,,,어려움@technical
206101608,0,8.4,"다크소울 + 세키로 + 블러드본 짬뽕  엉성한 모션(제일 맘에 안듦)부터 시작해서 끔찍한 성우의 발연기, 게임 내적 요소, 세계관, 무기 시스템 등 처음엔 신선해보여도 나중 보면 그냥 조악하기 짝이 없다  K-애국자면 할인할때 사서 하셈  솔직히 말해서 정가 주고 사면 땅 치고 후회한다",NEGATIVE,DISAPPOINTMENT,"다크소울 짬뽕, 엉성한 모션",0.90,false,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE,엉성한 모션,다크소울 + 세키로 + 블러드본 짬뽕,조악하기 짝이 없다,끔찍한 성우의 발연기,정가 주고 사면 땅 치고 후회,다크소울@other|모션@technical|발연기@technical
206090879,0,103.6,너~~~무 다크소울 짭이다  아무리 소울라이크라지만 인터페이스 부터 게임시스템 자체를 고대로 똑같이 해버려서 개성이 없네...  아쉽다...,NEGATIVE,DISAPPOINTMENT,"다크소울 짭, 개성 없음",0.90,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,"다크소울 짭, 게임시스템 고대로",,,개성이 없네... 아쉽다...,다크소울@other|개성@content
200682059,0,22.3,"처음부터 끝까지 엇박에 연타에, 틈만 나면 적들은 리치 벌리고 개지랄 와바밧하는 염병으로 가득 차있는데 왜 이렇게 긍정적인 평가가 많은지 모르겠다  유저에게 때릴 틈 어떻게든 안주려고 발악을 하면서 가드 패링은 존나 정확함을 요구하는게 매력이라면 매력인가  아무튼 게임을 할 수록 피노키오는 구라치면서 인간이 되어가고 머리가 길어지는데, 난 빡치면서 짐승이 되어가고 머리가 빠질 지경",NEGATIVE,ANGER,"엇박 연타, 불합리한 난이도에 분노",0.90,false,NONE,NEGATIVE,NEUTRAL,NONE,NONE,,"엇박에 연타, 적 리치 갮",피노키오는 구라치며 인간이 됨,,,엇박@content|연타@content|난이도@content
200655006,0,1.6,액션게임 초보들은 절대로 하지 마세요.  저는 평생 FPS만 하던 사람이라 궁금해서 가장 쉬운 난이도로 한번 해봤습니다. 갑툭튀가 너무 많고 일반 몬스터가 동시에 같이공격하면 죽으라는건지 피할 수 없는 구간이 있습니다. 초보들은 절대로 구매하지 마세요.  완전 비추천,NEGATIVE,DISAPPOINTMENT,액션 초보에게는 너무 어려운 게임,0.90,false,NONE,NEGATIVE,NONE,NONE,NEGATIVE,,"갑툭튀, 피할 수 없는 구간",,,완전 비추천,난이도@content|초보@community|비추천@value
200218511,0,51.6,전투시스템도 어디서 본거 이것저것 뜯어와서 신선한것도 없는데 잡몹은 또 스꼴라마냥 욱여넣음 블본흉내내는 때깔만 좋은 스꼴라 오마주겜이다 에라이,NEGATIVE,DISAPPOINTMENT,신선함 없는 스꼴라 오마주 게임,0.85,false,NEUTRAL,NEGATIVE,NONE,NONE,NONE,때깔만 좋음,"잡몹 욱여넣음, 스꼴라 오마주",,,,전투@content|스꼴라@content|오마주@content
200097381,0,28.0,"껍데기만 따라한 불친절의 정수  겉만 그럴듯한 소울라이크. 전투는 무겁고 패링 타이밍은 불합리하게 어렵다. 도전이 아닌 고통만을 주는 구조.  아이템과 루트는 공략 없인 접근조차 어려우며, 그조차 의도적이라기보단 단순한 설계 미숙처럼 보인다.  스토리는 얕고 단절되어 있고, 대사는 감정도 맥락도 없다. 캐릭터는 성장하지 않으며,  플레이어는 몰입할 기회를 얻지 못한다. 설명하지 않는 게 아니라, 설명할 것이 없는 듯한 느낌이다. 외국 유저들도 “zero emotional weight”, “extremely weak endings”, “style over substance”라고 표현했다.  사이드 퀘스트는 반복되고 탐험은 지루하며, 연출은 긴장감도 감정도 없다. 다크소울을 흉내 냈지만, 철학도 감정도 없다. 결국 P의 거짓은 ‘잘 만든 팬게임’ 이상의 의미를 넘지 못한 작품이다.  이 정도 결과물을 내고도 다음엔 어떤 시도를 할지, 한편으로는 걱정되면서도 기대된다.",NEGATIVE,DISAPPOINTMENT,"불친절의 정수, 껍데기만 따라함",0.95,false,NEUTRAL,NEGATIVE,NEGATIVE,NONE,NEGATIVE,겉만 그럴듯,"불합리한 패링, 고통만 주는 구조","얕고 단절, 감정 맥락 없음",,잘 만든 팬게임 이상 아님,불친절@content|패링@content|스토리@content
200024650,0,32.3,"소울류게임의 보스전은 어렵다. 하지만 특정 패턴이 있고 수많은 시도 끝에 패턴에 익숙해져서 결국에는 클리어하게된다. 깔끔한 그래픽, 준수한 타격감, 사운드, 무기조합시스템등 장점이 많은 게임이지만 그럼에도 불구하고 이게임을  비추천하는 이유는 아래와 같다.  ======================================================================  1. 이 게임 보스들은 패턴 + 거의 모든 모션에 '엇박자' 적용되어있다.  또한 같은 딜모션이라도 상황에 따라 딜이 들어오는 타이밍다르다. 예를들어 보스가 상체를 번쩍들어 위에서 내리찍는 모션이 있는데 이걸 3연타로 내리찍을때  는 3번다 엇박자로 내리치지만 이 모션이 다른 딜모션에 섞인 콤보로 들어오면 이모션은 정박자다.  클리어하기 위해서는  타이밍을 대부분 외워야한다.  이런식으로 모션마다 딜이 들어오는 '박자'를 외워야한다. 이게 피로도가 상당하다.  (대부분의 엇박자는 딜이 생각보다 많이 늦",NEGATIVE,DISAPPOINTMENT,"엇박자 패턴, 박한 패링에 피로감",0.90,false,POSITIVE,NEGATIVE,NONE,NONE,NONE,깔끔한 그래픽,"엇박자 패턴, 박한 패링 타이밍",,,,엇박자@content|패링@content|그래픽@technical
